"","Company.Name","Address","City","State","ZIP.Code","Phone.Number.Combined","Primary.SIC.Code","Primary.SIC.Description","SIC.Code.1","SIC.Code.1.Description","Latitude","Longitude"
"292","Food Lion","620 Laura Duncan Rd","Apex","NC",27502,"(919) 362-3904",541105,"Grocers-Retail",541105,"Grocers-Retail",35.735099,-78.842012
"293","Food Lion","6904 Jenks Rd","Apex","NC",27502,"(919) 362-1986",541105,"Grocers-Retail",541105,"Grocers-Retail",35.733528,-78.861534
"294","Food Lion","8745 Holly Springs Rd","Apex","NC",27539,"(919) 362-1738",541105,"Grocers-Retail",541105,"Grocers-Retail",35.693055,-78.773239
"295","Food Lion","12330 NC Highway 210 # 101","Benson","NC",27504,"(919) 989-6137",541105,"Grocers-Retail",541105,"Grocers-Retail",35.517034,-78.561943
"296","Food Lion","700 E Parrish Dr","Benson","NC",27504,"(919) 894-0252",541105,"Grocers-Retail",541105,"Grocers-Retail",35.37657,-78.542282
"297","Food Lion","104 NC 54 # A","Carrboro","NC",27510,"(919) 932-1589",541105,"Grocers-Retail",541105,"Grocers-Retail",35.916273,-79.096082
"298","Food Lion","Jones Ferry Rd & Willow Crk","Carrboro","NC",27510,"(919) 942-0916",541105,"Grocers-Retail",541105,"Grocers-Retail",35.917775,-79.093498
"299","Food Lion","2458 SW Cary Pkwy","Cary","NC",27513,"(919) 481-1822",541105,"Grocers-Retail",541105,"Grocers-Retail",35.763572,-78.822401
"300","Food Lion","2978 Kildaire Farm Rd","Cary","NC",27518,"(919) 387-1192",541105,"Grocers-Retail",541105,"Grocers-Retail",35.717471,-78.787752
"301","Food Lion","900 NE Maynard Rd","Cary","NC",27513,"(919) 460-6274",541105,"Grocers-Retail",541105,"Grocers-Retail",35.800439,-78.768383
"302","Food Lion","980 Kildaire Farm Rd","Cary","NC",27511,"(919) 467-4168",541105,"Grocers-Retail",541105,"Grocers-Retail",35.772458,-78.781795
"303","Food Lion","1129 Weaver Dairy Rd # A","Chapel Hill","NC",27514,"(919) 929-0458",541105,"Grocers-Retail",541105,"Grocers-Retail",35.962126,-79.054794
"304","Food Lion","10105 US 70 Business Hwy W","Clayton","NC",27520,"(919) 553-3164",541105,"Grocers-Retail",541105,"Grocers-Retail",35.639633,-78.447596
"305","Food Lion","238 Pritchard Rd","Clayton","NC",27527,"(919) 553-1390",541105,"Grocers-Retail",541105,"Grocers-Retail",35.694733,-78.419372
"306","Food Lion","50 Neuse River Pkwy # 11","Clayton","NC",27527,"(919) 553-5945",541105,"Grocers-Retail",541105,"Grocers-Retail",35.649054,-78.393673
"307","Food Lion","121 Sherron Rd # 210","Durham","NC",27703,"(919) 596-2363",541105,"Grocers-Retail",541105,"Grocers-Retail",35.974571,-78.792911
"308","Food Lion","2000 Chapel Hill Rd # 8","Durham","NC",27707,"(919) 402-0190",541105,"Grocers-Retail",541105,"Grocers-Retail",35.988974,-78.927358
"309","Food Lion","2400 Holloway St # C","Durham","NC",27703,"(919) 598-1433",541105,"Grocers-Retail",541105,"Grocers-Retail",35.989286,-78.859417
"310","Food Lion","2930 W Main St","Durham","NC",27705,"(919) 286-0400",541105,"Grocers-Retail",541105,"Grocers-Retail",36.014012,-78.933768
"311","Food Lion","3022 Fayetteville St # B","Durham","NC",27707,"(919) 682-6242",541105,"Grocers-Retail",541105,"Grocers-Retail",35.963791,-78.90842
"312","Food Lion","3500 N Roxboro St # A","Durham","NC",27704,"(919) 220-7651",541105,"Grocers-Retail",541105,"Grocers-Retail",36.035761,-78.893576
"313","Food Lion","3808 Guess Rd # B","Durham","NC",27705,"(919) 471-0817",541105,"Grocers-Retail",541105,"Grocers-Retail",36.058514,-78.927769
"314","Food Lion","4621 Hillsborough Rd","Durham","NC",27705,"(919) 309-0385",541105,"Grocers-Retail",541105,"Grocers-Retail",36.032083,-78.979629
"315","Food Lion","4711 Hope Valley Rd # 2","Durham","NC",27707,"(919) 493-2352",541105,"Grocers-Retail",541105,"Grocers-Retail",35.921464,-78.956677
"316","Food Lion","4900 NC Highway 55 # 300","Durham","NC",27713,"(919) 544-4180",541105,"Grocers-Retail",541105,"Grocers-Retail",35.899096,-78.898182
"317","Food Lion","5279 N Roxboro Rd # 12","Durham","NC",27712,"(919) 477-0438",541105,"Grocers-Retail",541105,"Grocers-Retail",36.076511,-78.911225
"318","Food Lion","1338 N Main St","Fuquay Varina","NC",27526,"(919) 552-1388",541105,"Grocers-Retail",541105,"Grocers-Retail",35.590305,-78.776558
"319","Food Lion","1508 Broad St","Fuquay Varina","NC",27526,"(919) 577-1000",541105,"Grocers-Retail",541105,"Grocers-Retail",35.604659,-78.802251
"320","Food Lion","3417 N Main St","Fuquay Varina","NC",27526,"(919) 577-0555",541105,"Grocers-Retail",541105,"Grocers-Retail",35.625103,-78.726071
"321","Food Lion","1339 5th Ave","Garner","NC",27529,"(919) 779-0770",541105,"Grocers-Retail",541105,"Grocers-Retail",35.709924,-78.623408
"322","Food Lion","217 Timber Dr","Garner","NC",27529,"(919) 779-5551",541105,"Grocers-Retail",541105,"Grocers-Retail",35.686219,-78.606338
"323","Food Lion","75 Glen Rd","Garner","NC",27529,"(919) 772-1423",541105,"Grocers-Retail",541105,"Grocers-Retail",35.607236,-78.566972
"324","Food Lion","101 N Scotswood Blvd","Hillsborough","NC",27278,"(919) 732-5964",541105,"Grocers-Retail",541105,"Grocers-Retail",36.083401,-79.079709
"325","Food Lion","106 Rebecca Dr","Hillsborough","NC",27278,"(919) 732-6168",541105,"Grocers-Retail",541105,"Grocers-Retail",36.06216,-79.101271
"326","Food Lion","517 N Main St","Holly Springs","NC",27540,"(919) 557-1175",541105,"Grocers-Retail",541105,"Grocers-Retail",35.659754,-78.836936
"327","Food Lion","406 S Church St","Kenly","NC",27542,"(919) 284-3104",541105,"Grocers-Retail",541105,"Grocers-Retail",35.591784,-78.132098
"328","Food Lion","7053 Knightdale Blvd","Knightdale","NC",27545,"(919) 266-5164",541105,"Grocers-Retail",541105,"Grocers-Retail",35.799906,-78.490222
"329","Food Lion","2121 Tw Alexander Dr # 107","Morrisville","NC",27560,"(919) 598-1932",541105,"Grocers-Retail",541105,"Grocers-Retail",35.919265,-78.810116
"330","Food Lion","3609 Davis Dr # 2196","Morrisville","NC",27560,"(919) 469-4195",541105,"Grocers-Retail",541105,"Grocers-Retail",35.822671,-78.849332
"331","Food Lion","9567 Chapel Hill Rd","Morrisville","NC",27560,"(919) 462-1542",541105,"Grocers-Retail",541105,"Grocers-Retail",35.806176,-78.809918
"332","Food Lion","610 Dr Donnie Jones Blvd E","Princeton","NC",27569,"(919) 936-0272",541105,"Grocers-Retail",541105,"Grocers-Retail",35.461961,-78.150299
"333","Food Lion","1030 N Rogers Ln # 125","Raleigh","NC",27610,"(919) 792-0321",541105,"Grocers-Retail",541105,"Grocers-Retail",35.791594,-78.548307
"334","Food Lion","1100 N Raleigh Blvd # 122","Raleigh","NC",27610,"(919) 829-7077",541105,"Grocers-Retail",541105,"Grocers-Retail",35.794312,-78.611388
"335","Food Lion","1121 Falls River Ave # 101","Raleigh","NC",27614,"(919) 847-1640",541105,"Grocers-Retail",541105,"Grocers-Retail",35.906127,-78.589416
"336","Food Lion","12345 Strickland Rd","Raleigh","NC",27613,"(919) 846-3589",541105,"Grocers-Retail",541105,"Grocers-Retail",35.905472,-78.702996
"337","Food Lion","13200 Falls Of Neuse Rd # 159","Raleigh","NC",27614,"(919) 562-8912",541105,"Grocers-Retail",541105,"Grocers-Retail",35.940756,-78.55982
"338","Food Lion","1601 Cross Link Rd # 1","Raleigh","NC",27610,"(919) 807-1395",541105,"Grocers-Retail",541105,"Grocers-Retail",35.754882,-78.614807
"339","Food Lion","2420 Wycliff Rd","Raleigh","NC",27607,"(919) 571-3638",541105,"Grocers-Retail",541105,"Grocers-Retail",35.816776,-78.692985
"340","Food Lion","2720 Lake Wheeler Rd # 111","Raleigh","NC",27603,"(919) 755-3855",541105,"Grocers-Retail",541105,"Grocers-Retail",35.744079,-78.680297
"341","Food Lion","2861 Jones Franklin Rd","Raleigh","NC",27606,"(919) 233-9708",541105,"Grocers-Retail",541105,"Grocers-Retail",35.743618,-78.737729
"342","Food Lion","3151 Capital Blvd","Raleigh","NC",27604,"(919) 790-6728",541105,"Grocers-Retail",541105,"Grocers-Retail",35.823545,-78.58959
"343","Food Lion","3415 Avent Ferry Rd","Raleigh","NC",27606,"(919) 858-9772",541105,"Grocers-Retail",541105,"Grocers-Retail",35.766289,-78.69719
"344","Food Lion","3416 Poole Rd # 120","Raleigh","NC",27610,"(919) 231-6202",541105,"Grocers-Retail",541105,"Grocers-Retail",35.767272,-78.579528
"345","Food Lion","3685 New Bern Ave","Raleigh","NC",27610,"(919) 231-7294",541105,"Grocers-Retail",541105,"Grocers-Retail",35.797347,-78.578216
"346","Food Lion","3926 Western Blvd","Raleigh","NC",27606,"(919) 664-8059",541105,"Grocers-Retail",541105,"Grocers-Retail",35.786016,-78.692769
"347","Food Lion","4317 Falls Of Neuse Rd","Raleigh","NC",27609,"(919) 872-5376",541105,"Grocers-Retail",541105,"Grocers-Retail",35.840958,-78.613391
"348","Food Lion","4510 Capital Blvd","Raleigh","NC",27604,"(919) 876-8126",541105,"Grocers-Retail",541105,"Grocers-Retail",35.845372,-78.578874
"349","Food Lion","4827 Grove Barton Rd","Raleigh","NC",27613,"(919) 781-4437",541105,"Grocers-Retail",541105,"Grocers-Retail",35.870985,-78.717097
"350","Food Lion","5426 Six Forks Rd","Raleigh","NC",27609,"(919) 676-3386",541105,"Grocers-Retail",541105,"Grocers-Retail",35.854991,-78.640597
"351","Food Lion","5621 Louisburg Rd # 113","Raleigh","NC",27616,"(919) 981-0402",541105,"Grocers-Retail",541105,"Grocers-Retail",35.854675,-78.557983
"352","Food Lion","5633 Creedmoor Rd","Raleigh","NC",27612,"(919) 781-0597",541105,"Grocers-Retail",541105,"Grocers-Retail",35.85902,-78.682243
"353","Food Lion","6209 Rock Quarry Rd # 120","Raleigh","NC",27610,"(919) 772-5894",541105,"Grocers-Retail",541105,"Grocers-Retail",35.723399,-78.547506
"354","Food Lion","7440 Louisburg Rd # 101","Raleigh","NC",27616,"(919) 875-1394",541105,"Grocers-Retail",541105,"Grocers-Retail",35.874091,-78.539632
"355","Food Lion","7713 Lead Mine Rd # 35","Raleigh","NC",27615,"(919) 518-1607",541105,"Grocers-Retail",541105,"Grocers-Retail",35.886175,-78.660442
"356","Food Lion","7971 Fayetteville Rd","Raleigh","NC",27603,"(919) 772-0317",541105,"Grocers-Retail",541105,"Grocers-Retail",35.665719,-78.698649
"357","Food Lion","8320 Litchford Rd # 100","Raleigh","NC",27615,"(919) 790-8146",541105,"Grocers-Retail",541105,"Grocers-Retail",35.891759,-78.599972
"358","Food Lion","9101 Leesville Rd # 107","Raleigh","NC",27613,"(919) 848-6082",541105,"Grocers-Retail",541105,"Grocers-Retail",35.896364,-78.725202
"359","Food Lion","9521 Strickland Rd","Raleigh","NC",27615,"(919) 676-0141",541105,"Grocers-Retail",541105,"Grocers-Retail",35.899051,-78.654795
"360","Food Lion","405 S Main St","Rolesville","NC",27571,"(919) 554-4018",541105,"Grocers-Retail",541105,"Grocers-Retail",35.917153,-78.46473
"361","Food Lion","1433 S Pollock St","Selma","NC",27576,"(919) 965-7171",541105,"Grocers-Retail",541105,"Grocers-Retail",35.523272,-78.299772
"362","Food Lion","851 W Market St","Smithfield","NC",27577,"(919) 934-9161",541105,"Grocers-Retail",541105,"Grocers-Retail",35.521099,-78.360561
"363","Food Lion","901 S Brightleaf Blvd","Smithfield","NC",27577,"(919) 209-0782",541105,"Grocers-Retail",541105,"Grocers-Retail",35.498487,-78.351528
"364","Food Lion","12295 Capital Blvd","Wake Forest","NC",27587,"(919) 554-1204",541105,"Grocers-Retail",541105,"Grocers-Retail",35.981848,-78.540702
"365","Food Lion","2837 Wendell Blvd","Wendell","NC",27591,"(919) 365-3002",541105,"Grocers-Retail",541105,"Grocers-Retail",35.795828,-78.380227
"366","Food Lion","114 Wakelon St","Zebulon","NC",27597,"(919) 269-6122",541105,"Grocers-Retail",541105,"Grocers-Retail",35.832573,-78.317185
"367","Food Mart","7723 Guess Rd","Hillsborough","NC",27278,"(919) 471-0296",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",36.141548,-78.955165
"368","Food Mart","8112 Fayetteville Rd","Raleigh","NC",27603,"(919) 772-3185",541105,"Grocers-Retail",541103,"Convenience Stores",35.663879,-78.701782
"369","Food On Wheelz Inc","308 E Juniper Ave","Wake Forest","NC",27587,"(919) 790-2220",541104,"Food Products-Retail",541104,"Food Products-Retail",35.984003,-78.505238
"370","Foodies Fixin Finder","5533 NC Highway 42 W # A14","Garner","NC",27529,"(919) 771-2300",541105,"Grocers-Retail",541105,"Grocers-Retail",35.603787,-78.568547
"371","For Your Convenience","233 Bickett Blvd","Raleigh","NC",27608,"(919) 856-8560",541103,"Convenience Stores",541103,"Convenience Stores",35.800506,-78.639775
"372","Forest Hills Family Fare","1251 University Dr","Durham","NC",27707,"(919) 493-0104",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.984366,-78.910959
"373","Foster's Market","2694 Durham Chapel Hill Blvd","Durham","NC",27707,"(919) 489-3944",581208,"Restaurants",541101,"Food Markets",35.974603,-78.931367
"374","Fosters Market Chapel Hl","750 Martin Luther King Jr Blvd","Chapel Hill","NC",27514,"(919) 967-3663",541105,"Grocers-Retail",541105,"Grocers-Retail",35.924247,-79.053637
"375","Franklin Street Market","306 Estes Drive Ext # D4","Carrboro","NC",27510,"(919) 240-7983",541103,"Convenience Stores",541103,"Convenience Stores",35.917527,-79.068686
"376","Freeway BP","308 S Alston Ave","Durham","NC",27701,"(919) 680-8731",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.983745,-78.890126
"377","Fresh Berry Frozen Yogurt Cafe","13200 Falls Of Neuse Rd","Raleigh","NC",27614,"(919) 554-8067",545102,"Yogurt",545102,"Yogurt",35.940756,-78.55982
"378","Fresh Berry Frozen Yogurt Cafe","2526 Hillsborough St # 104","Raleigh","NC",27607,"(919) 821-0772",545102,"Yogurt",545102,"Yogurt",35.78833,-78.669189
"379","Fresh Creamery","6033 Glenwood Ave","Raleigh","NC",27612,"(919) 785-5030",541104,"Food Products-Retail",541104,"Food Products-Retail",35.854851,-78.70095
"380","Fresh Market","3655 SW Cary Pkwy","Cary","NC",27513,"(919) 481-2865",541105,"Grocers-Retail",541105,"Grocers-Retail",35.781793,-78.837992
"381","Fresh Market","1200 Raleigh Rd","Chapel Hill","NC",27517,"(919) 932-7501",541105,"Grocers-Retail",541101,"Food Markets",35.907646,-79.026095
"382","Fresh Market","4215 University Dr # A3","Durham","NC",27707,"(919) 401-9467",541105,"Grocers-Retail",541105,"Grocers-Retail",35.967697,-78.957876
"383","Fresh Market","400 Woodburn Rd","Raleigh","NC",27605,"(919) 828-7888",541105,"Grocers-Retail",541105,"Grocers-Retail",35.789929,-78.658551
"384","Fresh Market","6325 Falls Of Neuse Rd # 21","Raleigh","NC",27615,"(919) 872-8501",541105,"Grocers-Retail",541105,"Grocers-Retail",35.86923,-78.622516
"385","Friendly Grocery","6525 Cass Holt Rd","Holly Springs","NC",27540,"(919) 557-5376",541105,"Grocers-Retail",541105,"Grocers-Retail",35.607592,-78.874149
"386","Friendly Mart Inc","503 Proctor St","Zebulon","NC",27597,"(919) 269-6298",541103,"Convenience Stores",541103,"Convenience Stores",35.842018,-78.322829
"387","Frozy Frozen Yogurt","5324 New Hope Commons Boulevar","Durham","NC",27707,"(919) 401-4210",545102,"Yogurt",545102,"Yogurt",35.95521,-78.993982
"388","Fuel Doc","214 E 2nd St","Kenly","NC",27542,"(919) 284-5400",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.59006,-78.127809
"389","Fuel Stop","10250 Little Brier Creek Ln","Raleigh","NC",27617,"(919) 361-5300",541103,"Convenience Stores",541103,"Convenience Stores",35.912484,-78.784003
"390","Future Properties LLC","1502 W NC Highway 54 # 202","Durham","NC",27707,"(919) 401-5000",872101,"Accountants",541103,"Convenience Stores",35.918412,-78.965628
"391","G S K Mini Mart","6100 Penny Rd","Raleigh","NC",27606,"(919) 839-0875",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.708908,-78.710877
"392","Gabemart Inc","305 Jones Franklin Rd","Raleigh","NC",27606,"(919) 851-3705",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.77893,-78.721191
"393","Garner Express","1347 W Garner Rd","Garner","NC",27529,"(919) 772-8060",541103,"Convenience Stores",541103,"Convenience Stores",35.717785,-78.624345
"394","Garner Mini-Mart","308 US 70 Hwy E","Garner","NC",27529,"(919) 772-3505",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.70051,-78.598594
"395","Gas At Six Forks","220 E Six Forks Rd","Raleigh","NC",27609,"(919) 834-6160",754201,"Car Washing & Polishing",541103,"Convenience Stores",35.821105,-78.628601
"396","Gentlewoods Food Inc","","Cary","NC",27513,"(919) 460-1222",541104,"Food Products-Retail",541104,"Food Products-Retail",35.795272,-78.80091
"397","Glenwood Village","2601 Glenwood Ave","Raleigh","NC",27608,"(919) 782-0419",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.816227,-78.659117
"398","GND Food Mart","4301 New Bern Ave","Raleigh","NC",27610,"(919) 250-0408",541103,"Convenience Stores",541103,"Convenience Stores",35.799139,-78.564032
"399","Go Market Nc LLC","2515 Otis St","Durham","NC",27707,"Not Available",541101,"Food Markets",541101,"Food Markets",35.969455,-78.910111
"400","Gokul Enterprises","702 N Alston Ave","Durham","NC",27701,"(919) 797-2517",541103,"Convenience Stores",541103,"Convenience Stores",35.992111,-78.885795
"401","Good Store","7065 NC Highway 50 N","Benson","NC",27504,"(919) 894-1919",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.469726,-78.554809
"402","Grand Asia Market","1253 Buck Jones Rd","Raleigh","NC",27606,"(919) 468-2988",541105,"Grocers-Retail",541105,"Grocers-Retail",35.766672,-78.741312
"403","Great Stops LLC","8105 Falls Of Neuse Rd","Raleigh","NC",27615,"(919) 841-0045",541103,"Convenience Stores",541103,"Convenience Stores",35.894287,-78.623718
"404","Greek Garden","124 N Salem St","Apex","NC",27502,"(919) 267-5280",545102,"Yogurt",545102,"Yogurt",35.731506,-78.850708
"405","Grocery Bag","4879 NC Highway 42 E # A","Clayton","NC",27527,"(919) 553-4088",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.65437,-78.344175
"406","Grocery Boy","1601 Lake Pine Dr","Cary","NC",27511,"(919) 467-1091",554101,"Service Stations-Gasoline & Oil",541105,"Grocers-Retail",35.754646,-78.807976
"407","Grocery Boy JR","3000 Kildaire Farm Rd","Cary","NC",27518,"(919) 362-9280",541103,"Convenience Stores",541103,"Convenience Stores",35.716308,-78.788513
"408","Grocery Boy Jr","2101 Lake Wheeler Rd","Raleigh","NC",27603,"(919) 821-2586",541103,"Convenience Stores",541103,"Convenience Stores",35.752319,-78.667602
"409","Grocery Boy Jr 30","8604 Mount Pleasant Church Rd","Willow Spring","NC",27592,"(919) 552-3745",541105,"Grocers-Retail",541105,"Grocers-Retail",35.558553,-78.682965
"410","Grocery Boy Junior","1912 W Garner Rd","Garner","NC",27529,"(919) 772-5018",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.726074,-78.625793
"411","Guess Road Minimart","2014 Guess Rd","Durham","NC",27705,"(919) 286-1466",541103,"Convenience Stores",541103,"Convenience Stores",36.023022,-78.917897
"412","H & K Petroleum Inc","4413 Capital Blvd","Raleigh","NC",27604,"(919) 876-7791",291105,"Petroleum Products-Manufacturers",291105,"Petroleum Products-Manufacturers",35.844116,-78.580505
"413","H S Quality Food Mart Exxon","300 N Main St","Holly Springs","NC",27540,"(919) 552-5494",554101,"Service Stations-Gasoline & Oil",541103,"Convenience Stores",35.669316,-78.877849
"414","Halal Zabiha Inc","748 E Chatham St # G","Cary","NC",27511,"(919) 463-0450",541105,"Grocers-Retail",541105,"Grocers-Retail",35.791687,-78.765075
"415","Han-An-Room","2431 Spring Forest Rd # 109","Raleigh","NC",27615,"(919) 875-1577",541105,"Grocers-Retail",541105,"Grocers-Retail",35.861511,-78.5979
"416","Han-Dee Hugo's","1565 E Williams St","Apex","NC",27539,"(919) 303-1566",541103,"Convenience Stores",541103,"Convenience Stores",35.70654,-78.835517
"417","Han-Dee Hugo's","1401 W Main St","Carrboro","NC",27510,"(919) 929-9887",541103,"Convenience Stores",541103,"Convenience Stores",35.916971,-79.093151
"418","Han-Dee Hugo's","102 Gregson Dr","Cary","NC",27511,"(919) 481-4493",541103,"Convenience Stores",541103,"Convenience Stores",35.740112,-78.805419
"419","Han-Dee Hugo's","103 SW Maynard Rd","Cary","NC",27511,"(919) 467-8963",541103,"Convenience Stores",541103,"Convenience Stores",35.771154,-78.782062
"420","Han-Dee Hugo's","2418 SW Cary Pkwy","Cary","NC",27513,"(919) 460-9754",541103,"Convenience Stores",171131,"Energy Management Systems & Products",35.762695,-78.821411
"421","Han-Dee Hugo's","2703 NC 55 Hwy","Cary","NC",27519,"(919) 362-3870",541103,"Convenience Stores",541103,"Convenience Stores",35.784496,-78.871947
"422","Han-Dee Hugo's","11928 US 70 Business Hwy W","Clayton","NC",27520,"(919) 550-8487",541103,"Convenience Stores",541103,"Convenience Stores",35.65762,-78.479887
"423","Han-Dee Hugo's","700 NC Highway 42 W","Clayton","NC",27520,"(919) 359-0054",541103,"Convenience Stores",541103,"Convenience Stores",35.640578,-78.476975
"424","Han-Dee Hugo's","1001 S Miami Blvd","Durham","NC",27703,"(919) 596-4661",541103,"Convenience Stores",541103,"Convenience Stores",35.965029,-78.846469
"425","Han-Dee Hugo's","1203 W Club Blvd","Durham","NC",27701,"(919) 286-2276",541103,"Convenience Stores",514105,"Grocers-Wholesale",36.016591,-78.912239
"426","Han-Dee Hugo's","423 Pleasant Dr","Durham","NC",27703,"(919) 596-4661",541103,"Convenience Stores",541103,"Convenience Stores",35.881968,-78.846454
"427","Han-Dee Hugo's","1385 N Main St","Fuquay Varina","NC",27526,"(919) 557-0631",541103,"Convenience Stores",541103,"Convenience Stores",35.592792,-78.774366
"428","Han-Dee Hugo's","3400 Benson Rd","Garner","NC",27529,"(919) 662-1825",541103,"Convenience Stores",541103,"Convenience Stores",35.635501,-78.614073
"429","Han-Dee Hugo's","401 Benson Rd","Garner","NC",27529,"(919) 779-3858",541103,"Convenience Stores",541103,"Convenience Stores",35.705322,-78.612609
"430","Han-Dee Hugo's","10100 Leesville Rd","Raleigh","NC",27613,"(919) 870-7036",541103,"Convenience Stores",541103,"Convenience Stores",35.909301,-78.727478
"431","Han-Dee Hugo's","10550 Durant Rd","Raleigh","NC",27614,"(919) 518-2474",541103,"Convenience Stores",541103,"Convenience Stores",35.9057,-78.590209
"432","Han-Dee Hugo's","2516 S Saunders St","Raleigh","NC",27603,"(919) 821-2731",541103,"Convenience Stores",541103,"Convenience Stores",35.749328,-78.649475
"433","Han-Dee Hugo's","2581 Gorman St","Raleigh","NC",27606,"(919) 859-5272",541103,"Convenience Stores",541103,"Convenience Stores",35.75708,-78.699523
"434","Han-Dee Hugo's","2610 Atlantic Ave","Raleigh","NC",27604,"(919) 833-1522",541103,"Convenience Stores",541103,"Convenience Stores",35.817687,-78.615417
"435","Han-Dee Hugo's","2744 Capital Blvd","Raleigh","NC",27604,"(919) 954-8044",541103,"Convenience Stores",541103,"Convenience Stores",35.817079,-78.59851
"436","Han-Dee Hugo's","2800 Tryon Rd","Raleigh","NC",27603,"(919) 754-8580",541103,"Convenience Stores",541103,"Convenience Stores",35.743736,-78.681102
"437","Han-Dee Hugo's","2823 Capital Blvd","Raleigh","NC",27604,"(919) 876-1909",541103,"Convenience Stores",541103,"Convenience Stores",35.819143,-78.596448
"438","Han-Dee Hugo's","2837 Wake Forest Rd","Raleigh","NC",27609,"(919) 832-3340",541103,"Convenience Stores",541103,"Convenience Stores",35.819701,-78.624511
"439","Han-Dee Hugo's","3029 Western Blvd","Raleigh","NC",27606,"(919) 833-5062",541103,"Convenience Stores",541103,"Convenience Stores",35.781677,-78.67871
"440","Han-Dee Hugo's","3220 Duraleigh Rd","Raleigh","NC",27612,"(919) 782-2594",541103,"Convenience Stores",541103,"Convenience Stores",35.825073,-78.707885
"441","Han-Dee Hugo's","3611 Hillsborough St","Raleigh","NC",27607,"(919) 833-1100",541103,"Convenience Stores",541103,"Convenience Stores",35.792907,-78.684204
"442","Han-Dee Hugo's","3614 Hillsborough St","Raleigh","NC",27607,"(919) 832-5498",541103,"Convenience Stores",541103,"Convenience Stores",35.793385,-78.684182
"443","Han-Dee Hugo's","3945 Western Blvd","Raleigh","NC",27606,"(919) 859-2213",541103,"Convenience Stores",541103,"Convenience Stores",35.783852,-78.693251
"444","Han-Dee Hugo's","4101 Wake Forest Rd","Raleigh","NC",27609,"(919) 872-2711",541103,"Convenience Stores",541103,"Convenience Stores",35.836914,-78.613708
"445","Han-Dee Hugo's","4320 Glenwood Ave","Raleigh","NC",27612,"(919) 881-9246",541103,"Convenience Stores",541103,"Convenience Stores",35.839088,-78.674563
"446","Han-Dee Hugo's","5002 Capital Blvd","Raleigh","NC",27616,"(919) 876-5495",541103,"Convenience Stores",541103,"Convenience Stores",35.854752,-78.580354
"447","Han-Dee Hugo's","5101 Capital Blvd","Raleigh","NC",27616,"(919) 790-5867",541103,"Convenience Stores",541103,"Convenience Stores",35.855529,-78.581787
"448","Han-Dee Hugo's","540 N Person St","Raleigh","NC",27604,"(919) 828-2100",541103,"Convenience Stores",541103,"Convenience Stores",35.787902,-78.633911
"449","Han-Dee Hugo's","5620 Atlantic Ave","Raleigh","NC",27615,"(919) 876-1057",541103,"Convenience Stores",541103,"Convenience Stores",35.862915,-78.598327
"450","Han-Dee Hugo's","5633 Western Blvd","Raleigh","NC",27606,"(919) 851-5699",541103,"Convenience Stores",541103,"Convenience Stores",35.785095,-78.722778
"451","Han-Dee Hugo's","6601 Falls Of Neuse Rd","Raleigh","NC",27615,"(919) 847-8055",541103,"Convenience Stores",541103,"Convenience Stores",35.873213,-78.622686
"452","Han-Dee Hugo's","6927 Buffaloe Rd","Raleigh","NC",27616,"(919) 217-6850",541103,"Convenience Stores",422501,"Storage",35.847986,-78.526187
"453","Han-Dee Hugo's","7540 Creedmoor Rd","Raleigh","NC",27613,"(919) 846-6955",541103,"Convenience Stores",541103,"Convenience Stores",35.889282,-78.679321
"454","Han-Dee Hugo's","7713 Lead Mine Rd # 57","Raleigh","NC",27615,"(919) 846-6630",541103,"Convenience Stores",541103,"Convenience Stores",35.886175,-78.660442
"455","Han-Dee Hugo's","800 S New Hope Rd","Raleigh","NC",27610,"(919) 231-8055",541103,"Convenience Stores",541103,"Convenience Stores",35.765319,-78.559997
"456","Han-Dee Hugo's","8109 Falls Of Neuse Rd","Raleigh","NC",27615,"(919) 847-7689",541103,"Convenience Stores",541103,"Convenience Stores",35.89447,-78.623107
"457","Han-Dee Hugo's","8400 Creedmoor Rd","Raleigh","NC",27615,"(919) 847-7650",541103,"Convenience Stores",541103,"Convenience Stores",35.902709,-78.680603
"458","Han-Dee Hugo's","9409 Glenwood Ave","Raleigh","NC",27617,"(919) 881-9596",541103,"Convenience Stores",541103,"Convenience Stores",35.900939,-78.766436
"459","Han-Dee Hugo's","350 US Highway 70 E","Selma","NC",27576,"(919) 202-9985",541103,"Convenience Stores",541103,"Convenience Stores",35.519876,-78.292294
"460","Han-Dee Hugo's","446 US Highway 70 E","Selma","NC",27576,"(919) 965-0281",541103,"Convenience Stores",541103,"Convenience Stores",35.519815,-78.292174
